diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,scan_id,series,class,mask size
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},0103e7cbc89003f5b2098454dd50fb441cdd8ec3,2D,"(1.0, 1.0)","(512, 512)",121.99227523803711,-2000.0,2228.0,aefbfca32b7c56cf395c93ef1a79c9550b258c4f,"(1.0, 1.0)","(512, 512)","(48, 162, 257, 216)",34626,1,"(159.1313752671403, 260.3357014959857)","(159.1313752671403, 260.3357014959857)",1126.0,1180.0,45955793031.0,2.0376863800983807,26.0,31.613096849097733,1280.0,18.884701030645658,1151.6581470571248,1154.0,722.0,558.0,11.684522029074815,1152.0437444839688,-3.222423453235062,0.31410882677444996,888.3015215940387,347.318971073374,530.0502691196114,-25.47006531568189,4.133739040557938,1.1322645417602963,0.5687587667926903,0.7453974780638659,1.5012119242407316,0.5614214639262486,0.6817868197111041,0.6643337321719143,0.9980520011931235,0.9707618337550727,-0.11821459698019651,0.5873034098562573,0.48980302990967167,18.616352465887267,0.11619168213453088,3.78414817109273,0.8254103296099584,0.2249436402374391,37.232704931774535,2.723466080022245,1.316500895579558,5503.019840391714,0.2678514973437737,2.085392345048244,345.32429553199364,4.439478414545942,1551.6204534131366,0.012975156219272026,0.003103206340058055,3.819894570067978,9221.98341202928,0.44238785215608606,0.5932175244036273,1.4901876713661928,0.6836433079397345,235.04941352165983,0.0021867031117672373,927.1956286518069,0.20064826415317183,5.873530233087649,336.985933780567,30696.52845704393,11074277.825795282,85.0957441875596,0.003759894280576077,1191.9915602683402,0.2579509976776326,0.5150077365460707,169.46716980702197,0.0023044253373869983,5.474538197402036,0.13345462946918502,30640.38066117155,6.2832342475107,0.000204383123102921,201.27487824793528,0.003112452990414643,0.20925075111536814,4.670672229087748,5219.256916767747,0.15073230857643813,3.2972765170333354,10876.332235892105,1.4988456219197113,347.116646450644,21.396003003523365,7493.801218737365,0.061598345102347185,0.0030120447177735795,0.13606634733838813,45.98264748540543,0.0005050891831832113,1001-rem-041,1001,rem,34626
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},c7ecf7722547982385394f055d5bca9b88bbcccb,2D,"(1.0, 1.0)","(512, 512)",133.83007431030273,-2000.0,2332.0,7d1655107b3841e99ff452018dde24a0ba469863,"(1.0, 1.0)","(512, 512)","(152, 212, 16, 19)",218,1,"(159.77522935779817, 220.45871559633028)","(159.77522935779817, 220.45871559633028)",1076.0,1135.3,266873902.0,2.0118612062492462,30.75,2.6857122025263496,1166.0,18.583284235333725,1106.1926605504586,1106.0,1046.0,120.0,13.44705306122449,1106.4321990113874,0.08274497436136483,0.28415116572679067,530.0087534719298,14.129759769468215,14.306929235385326,-0.036760008096622415,2.317711637347369,1.4737256149639848,0.22345131880128574,0.9062394215013749,1.5712974347401287,0.606983388695266,0.6308599339733766,0.6030686845059378,0.9633341749025365,0.8801471831013249,-0.09194134631749407,0.5138607759314079,0.5058725210364353,3.73077728028845,0.08821873366220817,3.8182798500210056,0.3759200522756031,0.16747666929889926,7.4615545605769,2.5895899825980875,0.9478593130778386,39.49743672176077,0.2605910554571857,1.1113961941292492,15.1757795453557,2.666901389275889,40.59767345769312,0.22963297091002238,0.09823576585569263,3.245006088594118,80.87335409682231,0.5265088820928843,0.6961009174311927,0.5431466885991065,0.7467221853477715,11.207332653299915,0.0784322701314639,11.25925925925926,0.2085048010973937,1.6899862825788752,15.407407407407407,40.925925925925924,597.1851851851852,3.2660236625514405,0.12105967078189302,13.296296296296296,0.24622770919067216,0.4982428884527693,7.138022757969707,0.07593981530532508,4.2953922445128425,0.24770642201834864,24.628257887517144,1.5105294276134593,0.030243139182355137,9.442322068068892,0.043635870347059826,0.319590163132786,4.373903552957655,38.76146788990825,0.17780489857756082,2.437926100496591,61.944954128440365,0.9606935443144516,15.247706422018348,14.211009174311927,219.1743119266055,1.0928631498470949,0.09215468909276248,0.20649640360731447,3.0268090661340987,0.02637981513047795,1001-t01-051,1001,t01,218
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},43fddebc373558f2b2ceefc687e8416842ab50ba,2D,"(1.0, 1.0)","(512, 512)",16.828678131103516,-2000.0,2370.0,ce4368f41f8847ee004b8967fe97c5f941106e44,"(1.0, 1.0)","(512, 512)","(84, 190, 151, 178)",19389,1,"(153.11857238640465, 278.9577079787508)","(153.11857238640465, 278.9577079787508)",1154.0,1201.0,26895272109.0,1.8847647173963662,23.0,19.055467417348364,1376.0,16.56847110394877,1177.4850172778379,1176.0,838.0,538.0,9.67202750648005,1177.7693982828246,-0.782362451023464,0.35183930663065643,669.7896176965916,214.89504452478064,159.91784714025826,1.0013238937512439,3.3712919158845613,0.7671512899459434,0.6279524168159615,0.5667121286757928,1.2860041060502148,0.4362416819172688,0.7422602169602268,0.7344315410166533,0.9985671359796983,0.9767023999469693,-0.18528349831365987,0.6881059782154284,0.44934777296771117,14.637076267901286,0.15530911167392314,3.361982766489378,0.8188944137449587,0.24544029992215166,29.274152535802575,2.6062823491869516,1.0346108014576259,2895.3411031581963,0.2977895970863149,1.6193129323744206,214.38786796399114,7.050796635535025,1515.4923979252833,0.033443730729153485,0.00500361262252066,4.072753798734438,3496.4415275324714,0.35244019880385513,0.49969054618598174,2.755991443001411,0.6000992399442459,128.1286029353928,0.003121333229389329,281.2064191315293,0.17697068541946462,4.71636142279303,207.86406544996854,26676.945877910635,5530709.032095658,129.2713036561738,0.0063882363982517235,360.4625550660793,0.22684868160231547,0.47823485404380184,94.46717093979245,0.0038464645139269964,5.721337525517852,0.0819536850791686,26528.056736032537,4.536311596518458,0.0003753677369823429,122.97344204444,0.0020690331868199936,0.26993424525611326,4.655922878631307,2736.7257207695084,0.14114836870233166,3.7166373288841825,6821.812316261798,1.1452916034543266,214.8517200474496,28.741399762752074,6185.324668626541,0.13516012568933813,0.004850541401876067,0.09346819178738633,19.455051281567485,0.0005738719334565309,1002-rem-048,1002,rem,19389
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},43fddebc373558f2b2ceefc687e8416842ab50ba,2D,"(1.0, 1.0)","(512, 512)",16.828678131103516,-2000.0,2370.0,37dca3ad36fb369fe9f2aed1fbdd7705e8086d06,"(1.0, 1.0)","(512, 512)","(224, 237, 14, 16)",173,1,"(230.58959537572255, 244.45664739884393)","(230.58959537572255, 244.45664739884393)",1082.0,1148.4,214674198.0,2.0540413777730344,30.0,3.080542951427814,1170.0,19.57786762003408,1113.6763005780347,1114.0,1044.0,126.0,13.175173282923756,1113.9530142331298,-0.22013860228556673,0.28958535199973273,616.4154498980922,17.418692706368912,26.838985086528353,-0.5220741551874671,2.9828029632829622,1.2375166954663348,0.4162883244008897,0.8214908330528377,1.5202655754114243,0.5386629025050605,0.6536515758684495,0.6308571697149309,0.9686140812878294,0.8898379308526587,-0.11644277352888967,0.596368795207872,0.5041299105477764,4.1209652667456735,0.09531824764259123,3.8721232558131455,0.44845672517129265,0.21100160974250198,8.241930533491347,2.7606412099940263,1.0550799146873242,30.133685960849967,0.25926865771334423,1.2163650913190907,17.579659801640794,3.1177172339508052,56.036465059754164,0.22851843703647334,0.09230838745925395,3.3375869709191366,59.73556424026322,0.5066485896256724,0.6705202312138727,0.8043471544892905,0.7301878911421396,12.569116816179378,0.0742203836697586,7.277777777777778,0.2021604938271605,1.9899691358024691,16.47222222222222,125.25,2109.527777777778,7.879598765432099,0.14266975308641974,8.11111111111111,0.22530864197530864,0.4279652781392101,6.408880586741962,0.09180555866049431,4.329239931817572,0.20809248554913296,102.15663580246911,1.004977179186498,0.04156040859155345,8.471429373853717,0.0432390800810473,0.4912157471459935,4.25185982606084,31.046242774566473,0.17945805072003743,2.4165190951919544,50.09826589595376,1.0597079755421164,17.85549132947977,15.635838150289016,285.71676300578036,1.0185709698137444,0.08317919075144509,0.1689450375525933,2.758382322100324,0.025118298237460257,1002-t01-048,1002,t01,173
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},3781df6240c872c7ddccbbf24521d7a5b9899574,2D,"(1.0, 1.0)","(512, 512)",224.9255027770996,-2000.0,2058.0,f80f3243bfccade05d9b7f5bb2069021ea73b2c5,"(1.0, 1.0)","(512, 512)","(59, 50, 255, 273)",39921,1,"(173.61220911299816, 184.44320032063325)","(173.61220911299816, 184.44320032063325)",1084.0,1150.0,49859638217.0,2.1809043238254695,34.0,4.631097201648302,1230.0,20.843705701541538,1117.2447834473085,1118.0,896.0,334.0,14.592141586254483,1117.5677369973532,-0.3529873765198274,0.26544533554770144,721.7406371622178,104.73931957738351,51.74113810876301,-2.6134782447529163,3.1216369090021843,1.6640733330315924,0.303970198787637,0.9645789853304202,1.720286971375184,0.7235492158271815,0.6172280005390791,0.5863165644236463,0.9927729443854729,0.9421943870809826,-0.04321810951927693,0.3865422698999722,0.5042879841575656,10.216404664238961,0.07676185952118769,4.229580233288912,0.6163160136257959,0.15934389025863827,20.432809328477923,2.8313131898495953,1.1964275605084442,6507.814715479648,0.237603737514962,1.466287563787572,105.73925881523195,2.9157177173031954,306.1876338392682,0.028947717393241607,0.010133143808425258,3.5625697793363855,14780.085762101171,0.5376716265893354,0.6862240424839058,0.7793266283588576,0.7596397302411166,80.50334307545049,0.007759893412511855,1614.9243154307205,0.18979014166538025,2.682136717358754,107.15701022446821,944.8138441650018,95227.91009519332,9.399484826394348,0.010658846507585435,2399.484193207192,0.2819936764845684,0.5442755216375442,59.01239146451927,0.005958354501319998,5.180959050565153,0.213145963277473,922.8025399637343,25.302107015086484,0.00016748920180951107,84.20081096503498,0.008537757833866772,0.025709752457599593,4.641714865425476,6971.434758648331,0.17463076472654318,2.559557385298403,10596.84324039979,1.2376635044312965,105.44472833846848,14.881115202524986,1557.9919591192606,0.1462234613247683,0.01004167414230848,0.19722185729608874,21.1275719013037,0.0020826699631021142,1003-rem-19,1003,rem,39921
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},3023c95108ce06f70316f600269b3494e11667a2,2D,"(1.0, 1.0)","(512, 512)",254.53123474121094,-2000.0,2072.0,afbfc704eadaf8174e08e41d5d0ccffd8ab29c67,"(1.0, 1.0)","(512, 512)","(108, 177, 23, 18)",310,1,"(118.45483870967742, 185.04193548387096)","(118.45483870967742, 185.04193548387096)",1068.0,1140.0,377740900.0,2.256161090312632,34.0,2.8295089800507705,1176.0,22.596795005202914,1103.5032258064516,1102.0,1030.0,146.0,16.078982873287725,1103.865495546475,0.02803771892973294,0.24087408949011443,799.6628928199793,13.561144539131488,34.31210264246559,1.2904829253012244,3.4309455755357785,1.9604591567038376,0.2715775845429015,1.0598240883542196,1.8013121515237118,0.8239551451823082,0.5961172897501639,0.5583950413914831,0.9640458478525317,0.8791830178357144,-0.06382110540775134,0.4899815609886533,0.48680275292627984,3.6322739950055647,0.06400522081707327,4.359792662806445,0.3485262987748303,0.12000903767268618,7.264547990011129,2.8911159156865667,1.3478511830599038,50.039403045063764,0.22231350364158464,1.5415203691334447,14.917616978809662,2.4153266044750117,34.85360989348227,0.2626102562582586,0.12877147094680277,3.4071030312972113,130.40276681429154,0.5764289478531999,0.7266129032258065,0.5094446954751125,0.7848819342219688,11.84574912617518,0.10705108583292064,15.523809523809524,0.18480725623582767,2.4709467120181405,15.654761904761905,50.30952380952381,627.0833333333334,4.820325626282259,0.17413845697008964,23.80952380952381,0.2834467120181406,0.5375017600536622,8.20426515033035,0.10990172005604054,4.495279669433624,0.2709677419354839,36.689909297052154,1.9354066731624442,0.02100905761467807,15.077361469487066,0.051053027640178966,0.3124664055149677,4.505633401555256,59.148387096774194,0.1908012486992716,2.0617689906347554,74.67096774193548,1.3550572320499479,14.712903225806452,12.219354838709677,170.79677419354837,1.1725810657596372,0.12003088654816765,0.23005681735059616,3.499364402750347,0.03914532583164688,1003-t01-22,1003,t01,310
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},614b318f8cccdb3799d43f061623af19d8fd7fad,2D,"(1.0, 1.0)","(512, 512)",-55.09349822998047,-2000.0,2125.0,fc96a8e6e40acb4652933b21f721fef9d2d73e08,"(1.0, 1.0)","(512, 512)","(90, 155, 251, 176)",25498,1,"(193.3502627657071, 231.9306220095694)","(193.3502627657071, 231.9306220095694)",1123.0,1155.0,33096520445.0,1.3145991753563744,16.0,5.559217658966599,1206.0,10.386710817311068,1139.2157424111695,1139.0,1032.0,174.0,6.877313786477001,1139.3000337175326,-0.22647726370574164,0.5120747459835314,192.0590713387778,26.02494163744113,6.176354630228586,-0.078704187715051,1.0173112531053539,0.45045709108688775,0.3858952185919803,0.40711106052021184,1.0722335376724625,0.28161575275888723,0.8035591146313027,0.8007776686144392,0.9931318891627442,0.9552443729136617,-0.10266561655484842,0.46364696239684833,0.3702094010659623,5.087556048288405,0.29598025780197784,2.4689960960398354,0.568689889210601,0.5064863421050573,10.17511209657681,1.956670156370203,0.36694208604806045,3472.1497880217444,0.3472517510837444,0.636954464670239,26.772249604469504,13.992869083480656,358.1042935127116,0.5615799312671572,0.04193316250296212,3.8904400170897757,3120.156789378234,0.3058163851530939,0.39235430229821944,7.164637805309175,0.5614313052737707,15.227313578804328,0.024152885248153767,836.4029546612328,0.42608403192115785,1.2303399959879262,26.94345389709628,152843.66887417217,3821611.9347936832,6113.7224345033055,0.04673446717793927,496.3387671930718,0.25284705409733665,0.5089859361137576,13.337408711234296,0.024689251265509693,4.250706801987179,0.07698643030825947,152674.9469054222,50.978342500088914,0.0003176283576228366,10.726230354472786,0.004726435136394466,0.010610089136794886,3.9578382716283986,3314.498156718174,0.12999051520582688,4.9083271691471655,13056.881873088085,0.3752686626720767,26.192093497529218,39.26158914424661,1007.6364420738881,1.572306400771018,0.040835148701805615,0.08151091019598097,2.1734013609147653,0.0036572816880160995,1004-rem-15,1004,rem,25498
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},f76bd01059588e0508d6c03a5769b3c2183a0de9,2D,"(1.0, 1.0)","(512, 512)",-44.578853607177734,-2000.0,2039.0,f3c0bd3da78b015a4fb9ac2abf1b7d6fec7f8278,"(1.0, 1.0)","(512, 512)","(110, 298, 10, 7)",60,1,"(114.78333333333333, 300.85)","(114.78333333333333, 300.85)",1109.8,1163.1,77861670.0,1.6504261427983633,29.0,2.4180520385871915,1188.0,16.233333333333334,1139.0,1140.0,1102.0,86.0,12.181423611111114,1139.1639478143609,0.06368521136406982,0.35500000000000004,373.5,4.837715169537873,7.812948119003776,0.3670297664068709,1.8066931183922763,0.7175916051408258,0.4327576680401043,0.6247518457752256,1.177352631744365,0.31145107990160353,0.7030973703399872,0.6969080530489472,0.9594270778040502,0.878144289490475,-0.1473237148678163,0.6108000455465231,0.5435170563303254,2.136603602679792,0.13431204944093791,3.1250106108463496,0.4477765126688552,0.21676920973475527,4.273207205359584,2.3789804272991564,0.6310711808832756,13.533467525101104,0.3484729030559153,0.6202381379794566,5.472505727397957,3.325932221493764,16.958917429705856,1.1848248547278963,0.33912354735569783,2.8602292334484627,19.000732959609874,0.4701608512484004,0.65,0.6909518125286881,0.6778639562917074,3.9385117415750566,0.21284089202833442,2.142857142857143,0.30612244897959184,0.8163265306122449,7.428571428571429,146.0,629.8571428571429,49.02380952380952,0.2708333333333333,1.8571428571428572,0.2653061224489796,0.11844009276669208,1.1284730825976617,0.017293267977190534,2.807354922057602,0.11666666666666667,72.53061224489797,1.2969261778785595,0.12238950947061678,2.5309314506404226,0.043762811397707234,0.5933641628878015,3.637012040734715,14.466666666666667,0.2411111111111111,1.56,21.3,0.5941666666666666,5.216666666666667,16.0,73.35,6.204166666666667,0.35439814814814813,0.09691319444444445,0.6112546296296296,0.028164512602880658,1004-t01-19,1004,t01,60
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},3e955f87c3740f58b1daf0d2cf9f0c8cd360db5e,2D,"(1.0, 1.0)","(512, 512)",-72.87855529785156,-2000.0,2172.0,7951f0c4ed386969b265590948561c342d8c39e8,"(1.0, 1.0)","(512, 512)","(163, 253, 16, 13)",152,1,"(169.72368421052633, 259.29605263157896)","(169.72368421052633, 259.29605263157896)",1062.1,1110.9,179741980.0,1.718695549036497,29.0,2.241172214557161,1130.0,15.627943213296398,1087.2763157894738,1088.0,1043.0,87.0,11.650694444444445,1087.4341480364635,-0.08462318948696769,0.3286876731301939,343.23943905817174,8.903733813377972,7.798862981242346,0.016123518289468473,1.899298334003345,0.6461229864473678,0.49220004176217796,0.563125581765051,1.1884832642799419,0.32282549240738484,0.7322701098978607,0.7267369495857061,0.975809572707056,0.9081218650554038,-0.14170435295146117,0.5984221700998994,0.4905028526680238,2.9309141587998604,0.13225495643868318,3.131465505723461,0.5048317006061317,0.19837179978740102,5.861828317599722,2.44727711758801,0.6363553301126783,28.494932559894355,0.32535096045410206,0.7106507895507288,10.425813525749858,4.424728824750048,39.34700646104509,0.6766784025288729,0.14342397366063006,3.3094062038796066,36.896264855687605,0.4143096288225294,0.5756578947368421,1.2896220044368447,0.6506303528772542,7.075094038245682,0.09560413309397128,4.777777777777778,0.2654320987654321,1.2499999999999998,11.277777777777779,197.44444444444446,1588.2777777777778,32.610925925925926,0.20390432098765432,3.6666666666666665,0.2037037037037037,0.41163440917387206,4.76173136903365,0.14122441916884132,3.7254805569978635,0.11842105263157894,126.1358024691358,1.501931216931217,0.046853257710531414,4.554058741268287,0.030305080337942325,0.3841276035315351,4.232374509937872,23.82894736842105,0.15676939058171746,2.9757617728531853,49.96052631578947,0.6640841412742383,9.782894736842104,22.289473684210527,190.17763157894737,3.453468567251462,0.14526315789473684,0.11771754535147391,1.3068958948711062,0.024789474254004722,1004-t02-25,1004,t02,152
v3.0.1,1.26.4,2.4.0,1.7.0,3.10.11,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},ef546f5450b989e7439a20db0f80896d8a25d3c2,2D,"(1.0, 1.0)","(512, 512)",88.13174057006836,-2000.0,2051.0,b63f0419e6dc456ea37e5bd009cccb1cc5b4ddc0,"(1.0, 1.0)","(512, 512)","(68, 103, 183, 233)",20816,1,"(165.02522098385856, 230.62692159877017)","(165.02522098385856, 230.62692159877017)",1109.0,1175.0,27116684531.0,2.295662216725607,33.0,11.533142653051991,1255.0,23.025231618379053,1140.8258551114527,1144.0,897.0,358.0,13.708871760994267,1141.3521328455288,-1.9133245734513067,0.26766852188584317,1201.0594602603292,125.97925631175474,595.2855854523361,-38.32304577474171,6.431639125586516,1.4404384123034975,0.6341064049378166,0.8798669637713905,1.640969978786852,0.6569634618284632,0.6399846433215087,0.6147427466882851,0.9944820937411903,0.9500122971588195,-0.12630208487943634,0.6552977468342882,0.5073328650768663,11.168323484228772,0.08515955869246204,4.278875126288776,0.8587795617411638,0.17196802211265938,22.336646968457543,3.004224324637883,1.9680193844725027,3218.504723519965,0.23565843348207596,2.326845257432406,125.99209717961915,3.2579386822345455,413.0313447394862,0.028634104026000105,0.009336536213108645,3.804105459400534,6879.756640449233,0.5015300176929128,0.6562259800153728,0.9181155227199085,0.7329002949373083,91.99136398116876,0.006988868205785738,704.7598288312383,0.18848885499631943,3.926613796833375,123.43086386734421,1540.2487296068468,188402.83605242043,12.657121295289128,0.010534250469012511,1012.2318801818668,0.27072262107030404,0.5307976818912996,65.54073634862246,0.005588633998280766,5.402046809660002,0.17962144504227517,1509.254301447033,10.420023921015886,0.000345185518458767,86.92030406683024,0.010893031439217342,0.07117445698031137,4.8143339559328515,3483.8214834742507,0.16736267695398974,2.6992217155726603,5571.787951575711,1.9975703443989459,126.43322444273636,16.763162951575712,2133.5141237509606,0.143554696498655,0.009099194573243622,0.17186944289727663,21.396133304110837,0.0017174049853872293,1005-rem-050,1005,rem,20816
